movie_id,title,unknown,Action,Adventure,Animation,Children's,Comedy,Crime,Documentary,Drama,Fantasy,Film-Noir,Horror,Musical,Mystery,Romance,Sci-Fi,Thriller,War,Western,genre_str,pseudo_plot,tokens,tokens_genre_only,overview,keywords,cast,director,success
777,Castle Freak (1995),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Horror,Castle Freak (1995) Horror,"{'Horror', 'castle', 'freak'}",{'Horror'},John Reilly discovers that his family's newly inherited castle in Italy is haunted by a relentless bloodthirsty creature.,child abuse monster haunted house castle sexual violence inheritance car accident cannibal death estranged wife blindness voyeurism infanticide blind woman death of a child low budget,Jeffrey Combs Barbara Crampton Jonathan Fuller,Stuart Gordon,True
778,Don Juan DeMarco (1995),0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,Comedy Drama Romance,Don Juan DeMarco (1995) Comedy Drama Romance,"{'juan', 'Drama', 'don', 'Romance', 'demarco', 'Comedy'}","{'Comedy', 'Drama', 'Romance'}","John Arnold DeMarco is a man who believes he is Don Juan, the greatest lover in the world. Clad in a cape and mask, DeMarco undergoes psychiatric treatment with Dr. Jack Mickler to cure him of his apparent delusion. But the psychiatric sessions have an unexpected effect on the psychiatric staff and, most profoundly, Dr Mickler, who rekindles the romance in his complacent marriage.",sex addiction love mental institution patient psychiatrist don juan,Johnny Depp Marlon Brando Faye Dunaway,Jeremy Leven,True
779,Drop Zone (1994),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Action,Drop Zone (1994) Action,"{'drop', 'zone', 'Action'}",{'Action'},"A daring prison break from an airliner at 30,000 feet leaves U.S. Marshal Pete Nessip mourning a brother and gunning for revenge. After being ordered to turn in his badge, he seeks out Jessie Crossman, a noted skydiver, and offers to sponsor her crew for the annual Independence Day parachuting show in Washington, D.C., if she trains him. Meanwhile, the mastermind behind the mid-air jailbreak is planning a daring computer theft on Independence Day.","florida washington dc, usa miami, florida training emergency landing u.s. marshal tragedy airplane hijacking skydiving break in federal agent escaped prisoner criminal gang dea prison break loss of brother revenge thriller prisoner transport airplane passenger 4th of july crazy former agent prisoner escort robbery crew skydiving school skydiving instructor skydiving team",Wesley Snipes Gary Busey Yancy Butler,John Badham,True
780,Dumb & Dumber (1994),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Comedy,Dumb & Dumber (1994) Comedy,"{'&', 'Comedy', 'dumb', 'dumber'}",{'Comedy'},"Lloyd and Harry are two men whose stupidity is really indescribable. When Mary, a beautiful woman, loses an important suitcase with money before she leaves for Aspen, the two friends (who have found the suitcase) decide to return it to her. After some ""adventures"" they finally get to Aspen where, using the lost money they live it up and fight for Mary's heart.",gas station utah motel stupidity cigar smoking road trip pill prank criminal buddy fired from the job clumsiness stepparent stepchild relationship aspen colorado parakeet defecation scooter endangered species foolish laxative hilarious,Jim Carrey Jeff Daniels Lauren Holly,Peter Farrelly,True
781,French Kiss (1995),0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,Comedy Romance,French Kiss (1995) Comedy Romance,"{'kiss', 'Comedy', 'Romance', 'french'}","{'Comedy', 'Romance'}","After her fiancee admits to infidelity while on a business trip in France, a woman attempts to get her lover back and marry him by traveling to Paris despite her crippling fear of flying.  On the way she unwittingly smuggles something of value that has a charming crook chasing her across France as she chases after her future husband.","friendship airport countryside paris, france smuggling (contraband) in love with enemy fear of flying necklace vineyard deal fiancé break-up cannes",Meg Ryan Kevin Kline Timothy Hutton,Lawrence Kasdan,True
782,Little Odessa (1994),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Drama,Little Odessa (1994) Drama,"{'little', 'Drama', 'odessa'}",{'Drama'},"Long separated from his Russian family, hitman Joshua returns to Brighton Beach for a contract killing for the Russian Mafia. His abusive father, Arkady, banned him from returning after Joshua committed his first murder. He takes up residence in a hotel, and soon everyone knows he has returned. He goes home to visit his dying mother, Irina, and prepares for the assassination, getting drawn back into the criminal community he left behind.",bratva (russian mafia) brother dysfunctional family,Tim Roth Edward Furlong Moira Kelly,James Gray,True
783,Milk Money (1994),0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,Comedy Romance,Milk Money (1994) Comedy Romance,"{'milk', 'money', 'Comedy', 'Romance'}","{'Comedy', 'Romance'}","Three young boys pool their money and pay V, a kindhearted prostitute, to strip for them. Afterward, she drives them home to the suburbs -- but then her car breaks down. It's just as well, though, because a mobster named Waltzer is after her, and V realizes the suburbs are the perfect place to hide. But things get a lot more complicated when V falls in love with Tom, a single father who is unaware of her real profession.",prostitute tree house red-light district stripper make a match mob boss father son relationship,Melanie Griffith Ed Harris Michael Patrick Carter,Richard Benjamin,True
784,Beyond Bedlam (1993),0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,Drama Horror,Beyond Bedlam (1993) Drama Horror,"{'Horror', 'bedlam', 'beyond', 'Drama'}","{'Horror', 'Drama'}",An experiment gone awry places a neurologist and a homicide detective in a psychopath's nightmarish world.,suicide experiment based on novel or book detective hallucination scientist drugs killer,Craig Fairbrass Elizabeth Hurley Keith Allen,Vadim Jean,True
785,Only You (1994),0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,Comedy Romance,Only You (1994) Comedy Romance,"{'only', 'you', 'Comedy', 'Romance'}","{'Comedy', 'Romance'}","Two childhood paranormal incidents have convinced schoolteacher Faith Corvatch that her true love is a guy named ""Damon Bradley,"" but she has yet to meet him. Preparing to marry podiatrist Dwayne in 10 days, Faith receives a phone call from Dwayne's old classmate named Damon Bradley who is on his way to Venice. Faith tries to catch him at the airport but just misses him so she impulsively decides to fly to Venice hoping to finally encounter the man of her dreams; accompanying her on the trip is her sister-in-law and childhood best friend, Kate, who has just left her husband, Faith's brother Larry.","fortune teller soulmates venice, italy cheating italy",Marisa Tomei Robert Downey Jr. Bonnie Hunt,Norman Jewison,True
786,"Perez Family, The (1995)",0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,Comedy Romance,"Perez Family, The (1995) Comedy Romance","{'perez', 'family,', 'Romance', 'the', 'Comedy'}","{'Comedy', 'Romance'}","In the midst of the Mariel boat lift -- a hurried exodus of refugees from Cuba going to America -- an immigration clerk accidentally presumes that dissident Juan Raul Perez and Dorita Evita Perez are married. United by their last name and a mutual resolve to emigrate, Dorita and Juan agree to play along. But it gets complicated when the two begin falling for each other just as Juan reunites with his wife, Carmela, whom he hasn't seen in decades.",immigration woman director political prisoner cuban refugees,Marisa Tomei Alfred Molina Anjelica Huston,Mira Nair,True
787,Roommates (1995),0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,Comedy Drama,Roommates (1995) Comedy Drama,"{'Comedy', 'Drama', 'roommates'}","{'Comedy', 'Drama'}","An elderly, yet young-at-heart man, moves in with his grandson, and both their lives turn upside-down.",funeral grandparent grandchild relationship birthday roommates vegetarian orphan based on short story deathbed,Peter Falk D. B. Sweeney Julianne Moore,Peter Yates,True
788,Relative Fear (1994),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,Horror Thriller,Relative Fear (1994) Horror Thriller,"{'Horror', 'fear', 'Thriller', 'relative'}","{'Horror', 'Thriller'}","Linda and Peter Pratman's son Adam is autistic, but they still love him and hope that he'll at least start talking some day. However he's teased and abused by the kids of the neighborhood and his grandpa . When several people around Adam die an unexpected death, his parents start to suspect Adam - is he just simulating to be so ignorant about his environment?",therapist suspicion serial killer special education,Darlanne Fluegel James Brolin Martin Neufeld,George Mihalka,True
789,Swimming with Sharks (1995),0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,Comedy Drama,Swimming with Sharks (1995) Comedy Drama,"{'sharks', 'Drama', 'with', 'Comedy', 'swimming'}","{'Comedy', 'Drama'}","Guy is a young film executive who's willing to do whatever it takes to make it in Hollywood. He begins working for famed producer Buddy Ackerman, a domineering, manipulative, coldhearted boss. When Guy also finds out that his cynical girlfriend, Dawn, has been using sex as a career move, he reaches his limit. Guy decides to exact revenge on Buddy by kidnapping him and subjecting him to cruel and unusual punishment.","career kidnapping manipulation dark comedy satire punishment revenge hollywood los angeles, california humiliation disgruntled worker verbal abuse studio executive movie producer evil boss",Kevin Spacey Frank Whaley Michelle Forbes,George Huang,True
790,Tommy Boy (1995),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Comedy,Tommy Boy (1995) Comedy,"{'tommy', 'Comedy', 'boy'}",{'Comedy'},"To save the family business, two ne’er-do-well traveling salesmen hit the road with disastrously funny consequences.",road trip buddy,Chris Farley David Spade Brian Dennehy,Peter Segal,True
791,"Baby-Sitters Club, The (1995)",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Children's,"Baby-Sitters Club, The (1995) Children's","{'club,', ""Children's"", 'the', 'baby-sitters'}","{""Children's""}",Seven junior-high-school girls organize a daycare camp for children while at the same time experiencing classic adolescent growing pains.,friends camp summer club woman director summer school,Schuyler Fisk Bre Blair Rachael Leigh Cook,Melanie Mayron,True
792,Bullets Over Broadway (1994),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Comedy,Bullets Over Broadway (1994) Comedy,"{'over', 'Comedy', 'bullets', 'broadway'}",{'Comedy'},"After young playwright, David Shayne obtains funding for his play from gangster Nick Valenti, Nick's girlfriend Olive miraculously lands the role of a psychiatrist—but not only is she a bimbo who could never pass for a psychiatrist—she's a dreadful actress. David puts up with the leading man who is a compulsive eater, the grand dame who wants her part jazzed up, and Olive's interfering hitman/bodyguard—but, eventually he must decide whether art or life is more important.",new york city female lover talent mafia boss author playwright broadway nostalgic 1920s compulsive eating,John Cusack Chazz Palminteri Dianne Wiest,Woody Allen,True
793,Crooklyn (1994),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Comedy,Crooklyn (1994) Comedy,"{'Comedy', 'crooklyn'}",{'Comedy'},"From Spike Lee comes this vibrant semi-autobiographical portrait of a school-teacher, her stubborn jazz-musician husband and their five kids living in '70s Brooklyn.","1970s jazz singer or musician dysfunctional family teacher urban parenthood brooklyn, new york city semi autobiographical street kid euphoric",Alfre Woodard Delroy Lindo David Patrick Kelly,Spike Lee,True
794,It Could Happen to You (1994),0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,Drama Romance,It Could Happen to You (1994) Drama Romance,"{'you', 'Drama', 'it', 'Romance', 'happen', 'could', 'to'}","{'Drama', 'Romance'}","Charlie Lang is a simple, kindhearted New York City cop. When he realizes he has no money to tip waitress Yvonne Biasi, Lang offers her half the winnings of his lottery ticket. Amazingly, the ticket happens to be a winner, in the sum of $4 million. True to his word, Lang proceeds to share the prize money with Biasi, which infuriates his greedy wife, Muriel. Not content with the arrangement, Muriel begins scheming to take all the money.",new york city waitress court case greed diner based on true story cop fame news reporter newspaper article marital discord lottery ticket winning lottery new-found fame man of his word romantic comforting,Nicolas Cage Bridget Fonda Rosie Perez,Andrew Bergman,True
795,Richie Rich (1994),0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Children's Comedy,Richie Rich (1994) Children's Comedy,"{'rich', 'Comedy', ""Children's"", 'richie'}","{'Comedy', ""Children's""}","Billionaire heir Richie Rich has it all, including Reggie Jackson as a batting coach and Claudia Schiffer as a personal trainer -- but no playmates. What's more, scoundrel Laurence Van Dough is scheming to take over the family empire. Uh-oh! Enter faithful butler Cadbury to save the day.",wealthy billionaire family richie rich,Macaulay Culkin John Larroquette Edward Herrmann,Donald Petrie,True
796,Speechless (1994),0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,Comedy Romance,Speechless (1994) Comedy Romance,"{'Comedy', 'Romance', 'speechless'}","{'Comedy', 'Romance'}","In the midst of election season in New Mexico, political speechwriters Julia Mann and Kevin Vallick begin a romance, unaware they are working for candidates on opposite sides.",politics love speech writer,Michael Keaton Geena Davis Bonnie Bedelia,Ron Underwood,True
797,Timecop (1994),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Action Sci-Fi,Timecop (1994) Action Sci-Fi,"{'timecop', 'Sci-Fi', 'Action'}","{'Sci-Fi', 'Action'}","In 2004, an officer for a security agency that regulates time travel must fend for his life against a shady politician who has a tie to his past.",martial arts time travel based on comic alternative reality 1920s 19th century 1990s 2000s 1860s security agent 20th century 21st century,Jean-Claude Van Damme Mia Sara Ron Silver,Peter Hyams,True
798,Bad Company (1995),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Action,Bad Company (1995) Action,"{'company', 'bad', 'Action'}",{'Action'},"CIA operative Nelson Crowe is tasked with a deadly assignment: infiltrate a highly secret industrial espionage firm. Once inside, he teams with Margaret Wells, a master spy and seductive manipulator, in a plot to overthrow the organization's sinister president, which leads them into a darkly mysterious web of intrigue -- and shocking murder!",central intelligence agency (cia) judge blackmail,Laurence Fishburne Ellen Barkin Frank Langella,Damian Harris,True
799,Boys Life (1995),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Drama,Boys Life (1995) Drama,"{'life', 'boys', 'Drama'}",{'Drama'},"Each of the three short films in this collection presents a young gay man at the threshold of adulthood. In ""Pool Days,"" Justin is a 17-year old Bethesda lad, hired as the evening life guard at a fitness center. In the course of the summer, he realizes and embraces that he's gay. In ""A Friend of Dorothy,"" Winston arrives from upstate for his freshman year at NYU. He has to figure out, with some help from Anne, a hometown friend, how to build a social life as a young gay man in the city. In ""The Disco Years,"" Tom looks back on 1978, the year in high school that he came out of the closet after one joyful and several painful encounters",anthology male homosexuality lgbt short compilation 1990s gay theme,James Andrews Mary Beth Aylesworth Mike Barbour,Robert Lee King,True
800,In the Mouth of Madness (1995),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,Horror Thriller,In the Mouth of Madness (1995) Horror Thriller,"{'Horror', 'in', 'Thriller', 'of', 'the', 'madness', 'mouth'}","{'Horror', 'Thriller'}",An insurance investigator begins discovering the impact a horror writer's books has on his fans is more than inspirational.,small town insanity paranoia diner new hampshire disappearance author church gothic crucifix new england insurance investigator ghost town publisher horror novel lovecraftian cheerful,Sam Neill Julie Carmen Jürgen Prochnow,John Carpenter,True
801,"Air Up There, The (1994)",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Comedy,"Air Up There, The (1994) Comedy","{'air', 'up', 'the', 'there,', 'Comedy'}",{'Comedy'},"Jimmy Dolan is a college basketball coach who wants a big promotion. To get it, he needs to make a dramatic find. He ends up deep in Africa, hoping to recruit Saleh, a huge basketball prodigy Jimmy glimpsed in a home movie. But Saleh is the chief's son and has responsibilities at home, since the tribe's land is threatened by a mining company with its own hotshot basketball team.",sports,Kevin Bacon Charles Gitonga Maina Yolanda Vazquez,Paul Michael Glaser,True
802,Hard Target (1993),0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,Action Adventure Crime Thriller,Hard Target (1993) Action Adventure Crime Thriller,"{'Crime', 'Thriller', 'hard', 'Action', 'target', 'Adventure'}","{'Crime', 'Thriller', 'Adventure', 'Action'}","When a woman's father goes missing, she enlists a local to aid in her search.  The pair soon discover that her father has died at the hands of a wealthy sportsman who hunts homeless men as a form of recreation.","martial arts showdown psychopath new orleans, louisiana mercenary hunting human beings fistfight money organized crime drifter one man army union one against many sailor warrior human prey action hero manhunt",Jean-Claude Van Damme Arnold Vosloo Lance Henriksen,John Woo,True
803,Heaven & Earth (1993),0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,Action Drama War,Heaven & Earth (1993) Action Drama War,"{'&', 'Drama', 'heaven', 'Action', 'earth', 'War'}","{'War', 'Drama', 'Action'}","In a small Vietnamese village torn apart by war, a young woman faces unimaginable horrors before deciding to escape to the city. There, she encounters a compassionate Marine who offers her hope and a chance at a new life, igniting the possibility of a future together.",vietnam war vietnam war crimes saigon biography based on true story interracial relationship domestic violence based on memoir or autobiography dog immigrant experience vietnamese woman,Hiep Thi Le Tommy Lee Jones Haing S. Ngor,Oliver Stone,True
804,Jimmy Hollywood (1994),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Comedy,Jimmy Hollywood (1994) Comedy,"{'hollywood', 'Comedy', 'jimmy'}",{'Comedy'},"Jimmy Alto is an actor wannabe who stumbles into the role of a lifetime. He becomes a vigilante crime-fighter, aided by his sidekick William, who has suffered a head wound and has problems with short-term memory. Jimmy's vigilante alter ego soon becomes a media wonder--but Jimmy remains a total unknown and his long-suffering girl friend Lorraine is getting fed up with the whole situation.",,Joe Pesci Christian Slater Victoria Abril,Barry Levinson,True
805,Manhattan Murder Mystery (1993),0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,Comedy Mystery,Manhattan Murder Mystery (1993) Comedy Mystery,"{'mystery', 'manhattan', 'murder', 'Comedy', 'Mystery'}","{'Comedy', 'Mystery'}",A middle-aged couple suspects foul play when their neighbor's wife suddenly drops dead.,"investigation dark comedy neighbor manhattan, new york city",Woody Allen Diane Keaton Jerry Adler,Woody Allen,True
806,Menace II Society (1993),0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,Action Crime Drama,Menace II Society (1993) Action Crime Drama,"{'Crime', 'ii', 'society', 'Drama', 'menace', 'Action'}","{'Crime', 'Drama', 'Action'}",A young street hustler attempts to escape the rigors and temptations of the ghetto in a quest for a better life.,"drug dealer street gang gangster ghetto delinquency los angeles, california shocking angry aggressive hopeless desperate cautionary antagonistic apathetic callous foreboding inflammatory informative",Tyrin Turner Larenz Tate Glenn Plummer,Albert Hughes,True
807,Poetic Justice (1993),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Drama,Poetic Justice (1993) Drama,"{'poetic', 'Drama', 'justice'}",{'Drama'},"Still grieving after the murder of her boyfriend, hairdresser Justice writes poetry to deal with the pain of her loss. Unable to get to Oakland to attend a convention because of her broken-down car, Justice gets a lift with her friend, Iesha, and Iesha's postal worker boyfriend, Chicago. Along for the ride is Chicago's co-worker, Lucky, to whom Justice grows close after some initial problems. But is she ready to open her heart again?","loss of loved one sadness road trip los angeles, california biting mourning candid reflective introspective inspirational admiring enraged african american romance african american friendship african american lead",Janet Jackson Tupac Shakur Regina King,John Singleton,True
808,"Program, The (1993)",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Action Drama,"Program, The (1993) Action Drama","{'program,', 'Drama', 'the', 'Action'}","{'Drama', 'Action'}","Several players from different backgrounds try to cope with the pressures of playing football at a major university. Each deals with the pressure differently, some turn to drinking, others to drugs, and some to studying.",sports american football,James Caan Halle Berry Omar Epps,David S. Ward,True
809,Rising Sun (1993),0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,Action Drama Mystery,Rising Sun (1993) Action Drama Mystery,"{'Drama', 'Action', 'rising', 'sun', 'Mystery'}","{'Mystery', 'Drama', 'Action'}","When a prostitute is found dead in a Los Angeles skyscraper occupied by a large Japanese corporation, detectives John Connor and Web Smith are called in to investigate. Although Connor has previous experience working in Japan, cultural differences make their progress difficult until a security disc showing the murder turns up. Close scrutiny proves the disc has been doctored, and the detectives realize they're dealing with a cover-up as well.",journalist corruption based on novel or book police detective wheelchair restaurant parking garage cover-up murder seppuku bulletproof vest crime investigation falsification cover-up attempt homicide investigation cover up japanese culture,Sean Connery Wesley Snipes Tia Carrere,Philip Kaufman,True
810,"Shadow, The (1994)",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Action,"Shadow, The (1994) Action","{'shadow,', 'the', 'Action'}",{'Action'},"Based on the Udmurt myths, legends and legends.  Shamans and knights, sorceresses and artisans of the past centuries are the characters of this ancient legend about love, hatred,and loyalty to the land of their ancestors. The plot is based on the legend of Danube, the son of  White Swan, who once came to the ancient Udmurts from the skies in order to understand those living on Earth.",mythology,Rim Ayupov Slava Ross Yuriy Sherstnyov,Arkadiy Cherniyenko,True
811,Thirty-Two Short Films About Glenn Gould (1993),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Documentary,Thirty-Two Short Films About Glenn Gould (1993) Documentary,"{'glenn', 'short', 'Documentary', 'about', 'thirty-two', 'films', 'gould'}",{'Documentary'},"A collection of vignettes highlighting different aspects of the life, work, and character of the acclaimed Canadian classical pianist.",,Colm Feore Derek Keurvorst Derek Keurvorst,François Girard,True
812,Andre (1994),0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Adventure Children's,Andre (1994) Adventure Children's,"{""Children's"", 'Adventure', 'andre'}","{""Children's"", 'Adventure'}","The true story of how a marine seal named Andre befriended a little girl and her family, circa 1962.",seal (animal),Keith Carradine Tina Majorino Keith Szarabajka,George T. Miller,True
813,"Celluloid Closet, The (1995)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Documentary,"Celluloid Closet, The (1995) Documentary","{'closet,', 'Documentary', 'celluloid', 'the'}",{'Documentary'},"What ""That's Entertainment"" did for movie musicals, ""The Celluloid Closet"" does for Hollywood homosexuality, as this exuberant, eye-opening movie serves up a dazzling hundred-year history of the role of gay men and lesbians have had on the silver screen.  Lily Tomlin narrates as Oscar-winning moviemaker Rob Epstein (""The Times of Harvey Milk"" and ""Common Threads: Stories from the Quilt"") and Jeffrey Friedman assemble fabulous footage from 120 films showing the changing face of cinema sexuality, from cruel stereotypes to covert love to the activist triumphs of the 1990s. Tom Hanks, Susan Sarandon, Whoopi Goldberg, Tony Curtis, Harvey Fierstein and Gore Vidal are just a few of the many actors, writers and commentators who provide funny and insightful anecdotes.",media hollywood lgbt,Lily Tomlin Tony Curtis Susan Sarandon,Rob Epstein,True
814,"Great Day in Harlem, A (1994)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Documentary,"Great Day in Harlem, A (1994) Documentary","{'in', 'Documentary', 'day', 'great', 'a', 'harlem,'}",{'Documentary'},"Art Kane, now deceased, coordinated a group photograph of all the top jazz musicians in NYC in the year 1958, for a piece in Esquire magazine. Just about every jazz musician at the time showed up for the photo shoot which took place in front of a brownstone near the 125th street station. The documentary compiles interviews of many of the musicians in the photograph to talk about the day of the photograph, and it shows film footage taken that day by Milt Hinton and his wife.","photographer photography jazz singer or musician music journalist music history old photograph woman director harlem, new york city black history day in a life jazz history hidden history memorable day one time event photo journalist",Quincy Jones Dizzy Gillespie Sonny Rollins,Jean Bach,True
815,One Fine Day (1996),0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,Drama Romance,One Fine Day (1996) Drama Romance,"{'one', 'Drama', 'day', 'Romance', 'fine'}","{'Drama', 'Romance'}","Melanie Parker, an architect and mother of Sammy, and Jack Taylor, a newspaper columnist and father of Maggie, are both divorced. They meet one morning when overwhelmed Jack is left unexpectedly with Maggie and forgets that Melanie was to take her to school. As a result, both children miss their school field trip and are stuck with the parents. The two adults project their negative stereotypes of ex-spouses on each other, but end up needing to rely on each other to watch the children as each must save his job. Humor is added by Sammy's propensity for lodging objects in his nose and Maggie's tendency to wander.",single mother divorced single father family conflict child custody blended family,Michelle Pfeiffer George Clooney Mae Whitman,Michael Hoffman,True
816,Candyman: Farewell to the Flesh (1995),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Horror,Candyman: Farewell to the Flesh (1995) Horror,"{'Horror', 'flesh', 'the', 'candyman:', 'to', 'farewell'}",{'Horror'},"Annie, a young schoolteacher struggling to solve the brutal murder of her father, unwittingly summons the ""Candyman"" to New Orleans, where she learns the secret of his power, and discovers the link that connects them.","new orleans, louisiana sequel flashback murder urban legend curse serial killer slasher hook killer evil candyman hook for a hand southern gothic",Tony Todd Kelly Rowan William O'Leary,Bill Condon,True
817,Frisk (1995),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Drama,Frisk (1995) Drama,"{'frisk', 'Drama'}",{'Drama'},"A first person narrative of the exploits of a gay serial killer in deeply disturbing, controversial drama about violence, sexuality, and the imagination. Dennis, the main character, whose lead we follow on this path between what is real and what we can only hope is surreal. His friends attempt to determine if he's truly a psychopath.",based on novel or book sadism serial killer lgbt gay theme,Michael Gunther Craig Chester Michael Stock,Todd Verow,True
818,Girl 6 (1996),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Comedy,Girl 6 (1996) Comedy,"{'girl', 'Comedy', '6'}",{'Comedy'},A struggling actress in New York City takes a job as a phone sex operator.,neighbor phone sex aspiring actor sex worker introspective,Theresa Randle Isaiah Washington Spike Lee,Spike Lee,True
819,Eddie (1996),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Comedy,Eddie (1996) Comedy,"{'eddie', 'Comedy'}",{'Comedy'},"Eddie is a New York limo driver and a fanatical follower of the New York Knicks professional basketball team. The team is struggling with a mediocre record when, in mid-season, ""Wild Bill"" Burgess, the new owner, as a public relations gimmick, stages an 'honorary coach' contest, which Eddie wins. The fans love it, so ""Wild Bill"" fires the coach and hires her. She takes the bunch of overpaid prima",new york city chauffeur sports trainer basketball national basketball association (nba),Whoopi Goldberg Frank Langella Dennis Farina,Steve Rash,True
820,Space Jam (1996),0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,Adventure Animation Children's Comedy Fantasy,Space Jam (1996) Adventure Animation Children's Comedy Fantasy,"{'space', ""Children's"", 'Fantasy', 'Animation', 'Comedy', 'Adventure', 'jam'}","{""Children's"", 'Comedy', 'Fantasy', 'Animation', 'Adventure'}","With their freedom on the line, the Looney Tunes seek the help of NBA superstar Michael Jordan to win a basketball game against a team of moronic aliens.",sports cartoon villain basketball slapstick comedy alien doctor cartoon cat basketball team referee cartoon chicken cartoon skunk live action and animation space jam anthropomorphic,Michael Jordan Wayne Knight Theresa Randle,Joe Pytka,True
821,Mrs. Winterbourne (1996),0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,Comedy Romance,Mrs. Winterbourne (1996) Comedy Romance,"{'winterbourne', 'Comedy', 'mrs.', 'Romance'}","{'Comedy', 'Romance'}","Connie Doyle is eighteen, pregnant and alone. She accidentally ends up on a train where she meets Hugh Winterbourne and his wife pregnant Patricia. The train wrecks and she wakes up in the hospital to find out that it's been assumed that she's Patricia. Hugh's mother takes her in and she falls in love with Hugh's brother Bill. Just when she thinks everything is going her way, her ex-boyfriend shows up.",mistaken identity role reversal train wreck,Shirley MacLaine Ricki Lake Brendan Fraser,Richard Benjamin,True
822,Faces (1968),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Drama,Faces (1968) Drama,"{'faces', 'Drama'}",{'Drama'},"Middle-aged suburban husband Richard abruptly tells his wife, Maria, that he wants a divorce. As Richard takes up with a younger woman, Maria enjoys a night on the town with her friends and meets a younger man. As the couple and those around them confront a seemingly futile search for what they've lost -- love, excitement, passion -- this classic American independent film explores themes of aging and alienation.",adultery prostitute alcohol marriage crisis love divorce,John Marley Gena Rowlands Lynn Carlin,John Cassavetes,True
823,Mulholland Falls (1996),0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,Crime Film-Noir Thriller,Mulholland Falls (1996) Crime Film-Noir Thriller,"{'Crime', 'Thriller', 'mulholland', 'falls', 'Film-Noir'}","{'Crime', 'Thriller', 'Film-Noir'}","In 1950s Los Angeles, a special crime squad of the LAPD investigates the murder of a young woman.","prostitute police investigation special unit celebrity murder los angeles, california 1950s",Nick Nolte Melanie Griffith Chazz Palminteri,Lee Tamahori,True
